"","facility_id","facility_name","address","citytown","state","zip_code","countyparish","telephone_number","measure_id","measure_name","score","sample","footnote","start_date","end_date"
"434","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"435","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"436","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"437","031311","LITTLE COLORADO MEDICAL CENTER","1501 NORTH WILLIAMSON AVENUE","WINSLOW","AZ","86047","NAVAJO","(928) 289-4691","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"438","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"439","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"440","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"441","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"442","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"443","031312","COPPER QUEEN COMMUNITY HOSPITAL","101 COLE AVENUE","BISBEE","AZ","85603","COCHISE","(520) 432-6401","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"444","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","PC_01","Elective Delivery","2","83","2","01/01/2023","12/31/2023"
"445","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"446","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"447","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"448","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"449","031313","HOLY CROSS HOSPITAL","1171 WEST TARGET RANGE ROAD","NOGALES","AZ","85621","SANTA CRUZ","(520) 285-3000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"450","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","PC_01","Elective Delivery","0","33","3","01/01/2023","12/31/2023"
"451","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","PC_05","Exclusive Breast Milk Feeding","17","161","","01/01/2023","12/31/2023"
"452","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"453","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"454","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"455","031314","COBRE VALLEY REGIONAL MEDICAL CENTER","5880 SOUTH HOSPITAL DRIVE","GLOBE","AZ","85501","GILA","(928) 402-1122","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"456","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"457","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"458","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"459","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"460","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"461","031315","WHITE MOUNTAIN REGIONAL MEDICAL CENTER","118 SOUTH MOUNTAIN AVENUE","SPRINGERVILLE","AZ","85938","APACHE","(928) 333-4368","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"462","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","PC_01","Elective Delivery","Not Available","Not Available","5","01/01/2023","12/31/2023"
"463","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"464","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"465","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"466","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"467","031317","LA PAZ REGIONAL HOSPITAL","1200 WEST MOHAVE ROAD","PARKER","AZ","85344","LAPAZ","(928) 669-9201","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"468","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","PC_01","Elective Delivery","0","18","","01/01/2023","12/31/2023"
"469","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"470","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","SM_7","Maternal Morbidity Structural Measure","Yes","Not Applicable","","01/01/2023","12/31/2023"
"471","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"472","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"473","031318","BANNER PAYSON MEDICAL CENTER","807 SOUTH PONDEROSA DRIVE","PAYSON","AZ","85541","GILA","(928) 471-3222","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"474","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","PC_01","Elective Delivery","5","55","3","01/01/2023","12/31/2023"
"475","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"476","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","5","01/01/2023","12/31/2023"
"477","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"478","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"479","031319","MT. GRAHAM REGIONAL MEDICAL CENTER","1600 SOUTH 20TH AVENUE","SAFFORD","AZ","85546","GRAHAM","(928) 348-4000","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"480","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","PC_01","Elective Delivery","Not Available","Not Available","7","01/01/2023","12/31/2023"
"481","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","PC_05","Exclusive Breast Milk Feeding","Not Available","Not Available","5","01/01/2023","12/31/2023"
"482","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","SM_7","Maternal Morbidity Structural Measure","Not Applicable (our hospital does not provide inpatient labor/delivery care)","Not Applicable","","01/01/2023","12/31/2023"
"483","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","ePC_02","Cesarean Birth","Not Available","Not Available","5","01/01/2023","12/31/2023"
"484","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","ePC_07a","Risk Adjusted Severe Obstetric Complications (All)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"485","031320","SAN CARLOS APACHE HEALTHCARE CORPORATION","103 MEDICINE WAY ROAD","PERIDOT","AZ","85542","GILA","(928) 475-1200","ePC_07b","Risk Adjusted Severe Obstetric Complications (excluding blood-transfusion-only cases)","Not Available","Not Available","5","01/01/2023","12/31/2023"
"486","033302","PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","PHOENIX","AZ","85016","MARICOPA","(602) 933-1000","PC_01","Elective Delivery","Not Available","Not Available","19","01/01/2023","12/31/2023"
"487","033302","PHOENIX CHILDREN'S HOSPITAL","1919 EAST THOMAS ROAD","PHOENIX","AZ","85016","MARICOPA","(602) 933-1000","SM_7","Maternal Morbidity Structural Measure","Not Available","Not Applicable","19","01/01/2023","12/31/2023"
